id,lat,lng,place_name,category,coords,location,created_at
227,36.48300590,-117.04963760,Death Valley National Park,Parks,"36.4830059,-117.0496376",0101000020E6100000B9292F432D435DC035232823D33D4240,2025-10-22 23:45:02.506891+00
228,-21.90486070,-41.94981870,Desengano State Park,Parks,"-21.9048607,-41.9498187",0101000020E61000008BD0BEA893F944C088EF69F3A4E735C0,2025-10-22 23:45:02.506891+00
229,29.94017920,-100.96981510,Devils River State Natural Area — Del Norte Unit,Sanctuaries,"29.9401792,-100.9698151",0101000020E6100000B06A5A73113E59C023618495AFF03D40,2025-10-22 23:45:02.506891+00
230,41.08947840,-112.11300890,Antelope Island State Park,Parks,"41.0894784,-112.1130089",0101000020E61000000B6AAE893B075CC065D93807748B4440,2025-10-22 23:45:02.506891+00
231,40.51262380,-108.96789200,Dinosaur National Monument,Parks,"40.5126238,-108.967892",0101000020E6100000D88349F1F13D5BC05C131CA89D414440,2025-10-22 23:45:02.506891+00
232,41.89741610,-85.86268570,Dr. T.K. Lawless County Park,Parks,"41.8974161,-85.8626857",0101000020E6100000850E153E367755C0B233E087DEF24440,2025-10-22 23:45:02.506891+00
233,30.18520950,-98.08745940,"Dripping Springs, Texas",Communities,"30.1852095,-98.0874594",0101000020E610000094AE4FEF988558C09468C9E3692F3E40,2025-10-22 23:45:02.506891+00
234,40.92459600,-111.59095640,East Canyon State Park,Parks,"40.924596,-111.5909564",0101000020E610000029D7CA3AD2E55BC09701672959764440,2025-10-22 23:45:02.506891+00
235,50.59738990,6.41717430,Eifel National Park,Parks,"50.5973899,6.4171743",0101000020E610000041ED5CBD2FAB1940F9BAB145774C4940,2025-10-22 23:45:02.506891+00
236,49.55265530,7.01073930,Eiweiler Star Village,Communities,"49.5526553,7.0107393",0101000020E6100000B320393EFF0A1C4004BBAB68BDC64840,2025-10-22 23:45:02.506891+00
237,35.03978680,-108.35262800,El Morro National Monument,Parks,"35.0397868,-108.352628",0101000020E6100000D9E9077591165BC00068DEBB17854140,2025-10-22 23:45:02.506891+00
238,52.29160250,-3.57182600,Elan Valley Estate,Parks,"52.2916025,-3.571826",0101000020E61000001D05888219930CC04777103B53254A40,2025-10-22 23:45:02.506891+00
239,30.49512290,-98.81999930,Enchanted Rock State Natural Area,Parks,"30.4951229,-98.8199993",0101000020E61000008C0F58DE7AB458C02C00D75FC07E3E40,2025-10-22 23:45:02.506891+00
240,52.90055180,-3.89633840,Eryri National Park (Snowdonia),Reserves,"52.9005518,-3.8963384",0101000020E610000015319177B32B0FC04EAD084845734A40,2025-10-22 23:45:02.506891+00
241,33.25592370,-116.40388510,Anza-Borrego Desert State Park,Parks,"33.2559237,-116.4038851",0101000020E6100000DEF5E340D9195DC0BAE2981BC2A04040,2025-10-22 23:45:02.506891+00
242,51.13461400,-3.64623460,Exmoor National Park,Reserves,"51.134614,-3.6462346",0101000020E61000006159C40B7D2B0DC0B8CA13083B914940,2025-10-22 23:45:02.506891+00
243,35.20400700,-111.57870220,Flagstaff Area National Monuments,Parks,"35.204007,-111.5787022",0101000020E6100000E3C7F37409E55BC0D993C0E61C9A4140,2025-10-22 23:45:02.506891+00
244,35.18120760,-111.60795900,"Flagstaff, Arizona",Communities,"35.1812076,-111.607959",0101000020E6100000C493DDCCE8E65BC0B1E485CF31974140,2025-10-22 23:45:02.506891+00
245,38.91360950,-105.29424140,Florissant Fossil Beds National Monument,Parks,"38.9136095,-105.2942414",0101000020E61000004688E1D9D4525AC04FE8F527F1744340,2025-10-22 23:45:02.506891+00
246,35.90496570,-105.02013440,Fort Union National Monument,Parks,"35.9049657,-105.0201344",0101000020E61000009361CBE149415AC039C082EAD5F34140,2025-10-22 23:45:02.506891+00
247,33.60412450,-111.74352150,"Fountain Hills, Arizona",Communities,"33.6041245,-111.7435215",0101000020E6100000DD9733DB95EF5BC02E1B9DF353CD4040,2025-10-22 23:45:02.506891+00
248,30.26785950,-98.87806000,"Fredericksburg, Texas",Communities,"30.2678595,-98.87806",0101000020E610000040FB912232B858C0446CB07092443E40,2025-10-22 23:45:02.506891+00
249,38.57756830,-112.33494160,Fremont Indian State Park,Parks,"38.5775683,-112.3349416",0101000020E61000007984E4AE6F155CC069DA0FC2ED494340,2025-10-22 23:45:02.506891+00
250,40.66185200,-81.35369090,Fry Family Park,Urban Places,"40.661852,-81.3536909",0101000020E6100000241928DFA25654C06765FB90B7544440,2025-10-22 23:45:02.506891+00
251,50.56442550,9.64953590,"Fulda, Hesse",Communities,"50.5644255,9.6495359",0101000020E6100000E62730F88F4C2340A4C343183F484940,2025-10-22 23:45:02.506891+00
252,-43.59497490,169.86163690,Aoraki Mackenzie,Reserves,"-43.5949749,169.8616369",0101000020E6100000DC508C87923B65406EB8342328CC45C0,2025-10-22 23:45:02.506891+00
253,-29.88702000,-71.42279460,Gabriela Mistral,Sanctuaries,"-29.88702,-71.4227946",0101000020E61000003AFB14110FDB51C0DEE522BE13E33DC0,2025-10-22 23:45:02.506891+00
254,55.30077450,-4.46506140,Galloway Forest Park,Parks,"55.3007745,-4.4650614",0101000020E610000024873E0E39DC11C0427C60C77FA64B40,2025-10-22 23:45:02.506891+00
255,46.78190740,7.33769950,"Gantrisch Dark Sky Zone, Switzerland",Parks,"46.7819074,7.3376995",0101000020E61000009180D1E5CD591D400DC0AB8A15644740,2025-10-22 23:45:02.506891+00
256,41.58488460,-81.08058160,Geauga Observatory Park,Parks,"41.5848846,-81.0805816",0101000020E6100000332ABA3F284554C08F77A27FDDCA4440,2025-10-22 23:45:02.506891+00
257,38.57797570,-110.70745440,Goblin Valley State Park,Parks,"38.5779757,-110.7074544",0101000020E610000053DAD1EE46AD5BC0FDB0941BFB494340,2025-10-22 23:45:02.506891+00
258,37.17490250,-109.92712730,Goosenecks State Park,Parks,"37.1749025,-109.9271273",0101000020E6100000A42EBE0D567B5BC08CBE823463964240,2025-10-22 23:45:02.506891+00
259,36.09240940,-112.84313400,Grand Canyon National Park,Parks,"36.0924094,-112.843134",0101000020E610000053094FE8F5355CC0E76B3B12D40B4240,2025-10-22 23:45:02.506891+00
260,36.30584640,-113.66807420,Grand Canyon-Parashant National Monument,Parks,"36.3058464,-113.6680742",0101000020E61000004A134ABAC16A5CC0B7CC8EF925274240,2025-10-22 23:45:02.506891+00
261,38.94187170,-114.24278400,Great Basin National Park,Parks,"38.9418717,-114.242784",0101000020E61000007EFFE6C5898F5CC093437A408F784340,2025-10-22 23:45:02.506891+00
262,37.80197100,-105.59402350,Great Sand Dunes National Park and Preserve,Parks,"37.801971,-105.5940235",0101000020E61000008D63247B04665AC093AB58FCA6E64240,2025-10-22 23:45:02.506891+00
263,-37.66125450,166.61676450,Aotea Great Barrier Island,Sanctuaries,"-37.6612545,166.6167645",0101000020E6100000AE9AE788BCD364409AEAC9FCA3D442C0,2025-10-22 23:45:02.506891+00
264,30.67973990,-104.02473910,Greater Big Bend International Dark Sky Reserve,Reserves,"30.6797399,-104.0247391",0101000020E6100000AE5B4E5395015AC04C49206F03AE3E40,2025-10-22 23:45:02.506891+00
265,28.59516160,-81.82492230,"Groveland, Florida",Communities,"28.5951616,-81.8249223",0101000020E61000006E0FE786CB7454C0C5D5B7825C983C40,2025-10-22 23:45:02.506891+00
266,38.67163920,-107.88247730,Gunnison Gorge National Conservation Area,Parks,"38.6716392,-107.8824773",0101000020E610000098BD11827AF85AC0165BF745F8554340,2025-10-22 23:45:02.506891+00
267,42.24102700,-88.06757940,"Hawthorn Woods, Illinois",Communities,"42.241027,-88.0675794",0101000020E610000088388C38530456C0FC3905F9D91E4540,2025-10-22 23:45:02.506891+00
268,45.77547050,-84.78117220,Headlands,Parks,"45.7754705,-84.7811722",0101000020E6100000D7E2AEB9FE3155C0A2410A9E42E34640,2025-10-22 23:45:02.506891+00
269,24.19864580,121.26573160,Hehuan Mountain,Parks,"24.1986458,121.2657316",0101000020E6100000E1E01CBF01515E40DE7C7E73DA323840,2025-10-22 23:45:02.506891+00
270,39.69226020,-110.89757330,"Helper, Utah",Communities,"39.6922602,-110.8975733",0101000020E6100000D25048D771B95BC045A973FB9BD84340,2025-10-22 23:45:02.506891+00
271,41.59627740,-88.09913830,"Homer Glen, Illinois",Communities,"41.5962774,-88.0991383",0101000020E6100000FD112B48580656C0052C5ED152CC4440,2025-10-22 23:45:02.506891+00
272,30.54356570,-98.37527510,"Horseshoe Bay, Texas",Communities,"30.5435657,-98.3752751",0101000020E61000003360DA81049858C033BA281F278B3E40,2025-10-22 23:45:02.506891+00
273,37.38376230,-109.07260220,Hovenweep National Monument,Parks,"37.3837623,-109.0726022",0101000020E610000088A7B283A5445BC008F87F1F1FB14240,2025-10-22 23:45:02.506891+00
